,datapoint,template,row,column,dtype,label
16016,"S.27.01.04.22,r4210,c1510",S.27.01.04.22,r4210,c1510,float64,"Health Catastrophe risk - Pandemic|Federal Republic of Germany , Catastrophe Risk Charge before risk mitigation"
16017,"S.27.01.04.22,r4220,c1510",S.27.01.04.22,r4220,c1510,float64,"Health Catastrophe risk - Pandemic|Republic of Hungary , Catastrophe Risk Charge before risk mitigation"
16018,"S.27.01.04.22,r4230,c1510",S.27.01.04.22,r4230,c1510,float64,"Health Catastrophe risk - Pandemic|Republic of Iceland , Catastrophe Risk Charge before risk mitigation"
16019,"S.27.01.04.22,r4240,c1510",S.27.01.04.22,r4240,c1510,float64,"Health Catastrophe risk - Pandemic|Ireland , Catastrophe Risk Charge before risk mitigation"
16020,"S.27.01.04.22,r4250,c1510",S.27.01.04.22,r4250,c1510,float64,"Health Catastrophe risk - Pandemic|Italian Republic , Catastrophe Risk Charge before risk mitigation"
16021,"S.27.01.04.22,r4260,c1510",S.27.01.04.22,r4260,c1510,float64,"Health Catastrophe risk - Pandemic|Republic of Latvia , Catastrophe Risk Charge before risk mitigation"
16022,"S.27.01.04.22,r4270,c1510",S.27.01.04.22,r4270,c1510,float64,"Health Catastrophe risk - Pandemic|Republic of Lithuania , Catastrophe Risk Charge before risk mitigation"
16023,"S.27.01.04.22,r4280,c1510",S.27.01.04.22,r4280,c1510,float64,"Health Catastrophe risk - Pandemic|Grand Duchy of Luxemburg , Catastrophe Risk Charge before risk mitigation"
16024,"S.27.01.04.22,r4290,c1510",S.27.01.04.22,r4290,c1510,float64,"Health Catastrophe risk - Pandemic|Republic of Malta , Catastrophe Risk Charge before risk mitigation"
16025,"S.27.01.04.22,r4300,c1510",S.27.01.04.22,r4300,c1510,float64,"Health Catastrophe risk - Pandemic|Kingdom of the Netherlands , Catastrophe Risk Charge before risk mitigation"
16026,"S.27.01.04.22,r4310,c1510",S.27.01.04.22,r4310,c1510,float64,"Health Catastrophe risk - Pandemic|Kingdom of Norway , Catastrophe Risk Charge before risk mitigation"
16027,"S.27.01.04.22,r4320,c1510",S.27.01.04.22,r4320,c1510,float64,"Health Catastrophe risk - Pandemic|Republic of Poland , Catastrophe Risk Charge before risk mitigation"
16028,"S.27.01.04.22,r4330,c1510",S.27.01.04.22,r4330,c1510,float64,"Health Catastrophe risk - Pandemic|Portuguese Republic , Catastrophe Risk Charge before risk mitigation"
16029,"S.27.01.04.22,r4340,c1510",S.27.01.04.22,r4340,c1510,float64,"Health Catastrophe risk - Pandemic|Romania , Catastrophe Risk Charge before risk mitigation"
16030,"S.27.01.04.22,r4350,c1510",S.27.01.04.22,r4350,c1510,float64,"Health Catastrophe risk - Pandemic|Slovak Republic , Catastrophe Risk Charge before risk mitigation"
16031,"S.27.01.04.22,r4360,c1510",S.27.01.04.22,r4360,c1510,float64,"Health Catastrophe risk - Pandemic|Republic of Slovenia , Catastrophe Risk Charge before risk mitigation"
16032,"S.27.01.04.22,r4370,c1510",S.27.01.04.22,r4370,c1510,float64,"Health Catastrophe risk - Pandemic|Kingdom of Spain , Catastrophe Risk Charge before risk mitigation"
16033,"S.27.01.04.22,r4380,c1510",S.27.01.04.22,r4380,c1510,float64,"Health Catastrophe risk - Pandemic|Kingdom of Sweden , Catastrophe Risk Charge before risk mitigation"
16034,"S.27.01.04.22,r4390,c1510",S.27.01.04.22,r4390,c1510,float64,"Health Catastrophe risk - Pandemic|Swiss Confederation , Catastrophe Risk Charge before risk mitigation"
16035,"S.27.01.04.22,r4400,c1510",S.27.01.04.22,r4400,c1510,float64,"Health Catastrophe risk - Pandemic|United Kingdom of Great Britain and Northern Ireland , Catastrophe Risk Charge before risk mitigation"
16036,"S.27.01.04.23,r4010,c1310",S.27.01.04.23,r4010,c1310,int64,"Health Catastrophe risk - Concentration accident|Other countries to be considered in the Concentration accident|Localization of activity [based on localization of risk] , Largest known accident risk concentration"
16037,"S.27.01.04.23,r4010,c1320",S.27.01.04.23,r4010,c1320,int64,"Health Catastrophe risk - Concentration accident|Other countries to be considered in the Concentration accident|Localization of activity [based on localization of risk] , Average sum insured|Accidental death"
16038,"S.27.01.04.23,r4010,c1330",S.27.01.04.23,r4010,c1330,int64,"Health Catastrophe risk - Concentration accident|Other countries to be considered in the Concentration accident|Localization of activity [based on localization of risk] , Average sum insured|Permanent disability"
16039,"S.27.01.04.23,r4010,c1350",S.27.01.04.23,r4010,c1350,int64,"Health Catastrophe risk - Concentration accident|Other countries to be considered in the Concentration accident|Localization of activity [based on localization of risk] , Average sum insured|Disability 12 months"
16040,"S.27.01.04.23,r4010,c1360",S.27.01.04.23,r4010,c1360,int64,"Health Catastrophe risk - Concentration accident|Other countries to be considered in the Concentration accident|Localization of activity [based on localization of risk] , Average sum insured|Medical treatment"
16041,"S.27.01.04.23,r4010,c1370",S.27.01.04.23,r4010,c1370,float64,"Health Catastrophe risk - Concentration accident|Other countries to be considered in the Concentration accident|Localization of activity [based on localization of risk] , Catastrophe Risk Charge before risk mitigation"
16042,"S.27.01.04.23,r4010,c1380",S.27.01.04.23,r4010,c1380,int64,"Health Catastrophe risk - Concentration accident|Other countries to be considered in the Concentration accident|Localization of activity [based on localization of risk] , Estimated Risk Mitigation"
16043,"S.27.01.04.23,r4010,c1390",S.27.01.04.23,r4010,c1390,int64,"Health Catastrophe risk - Concentration accident|Other countries to be considered in the Concentration accident|Localization of activity [based on localization of risk] , Estimated Reinstatement Premiums"
16044,"S.27.01.04.23,r4010,c1400",S.27.01.04.23,r4010,c1400,float64,"Health Catastrophe risk - Concentration accident|Other countries to be considered in the Concentration accident|Localization of activity [based on localization of risk] , Catastrophe Risk Charge after risk mitigation"
16045,"S.27.01.04.23,pages2c_lx",S.27.01.04.23,pages,c_lx,object,pages2c_lx
16046,"S.27.01.04.23,r4010,c1340",S.27.01.04.23,r4010,c1340,int64,"Health Catastrophe risk - Concentration accident|Other countries to be considered in the Concentration accident|Localization of activity [based on localization of risk] , Average sum insured|Disability 10 years"
16047,"S.27.01.04.24,r4410,c1440",S.27.01.04.24,r4410,c1440,int64,"Health Catastrophe risk - Pandemic|Other countries to be considered in the Pandemic|Localization of activity [based on localization of risk] , Medical expense|Number of insured persons"
16048,"S.27.01.04.24,r4410,c1450",S.27.01.04.24,r4410,c1450,int64,"Health Catastrophe risk - Pandemic|Other countries to be considered in the Pandemic|Localization of activity [based on localization of risk] , Medical expense|Unit claim cost hospitalisation"
16049,"S.27.01.04.24,r4410,c1460",S.27.01.04.24,r4410,c1460,int64,"Health Catastrophe risk - Pandemic|Other countries to be considered in the Pandemic|Localization of activity [based on localization of risk] , Medical expense|Ratio of insured persons using hospitalisation"
16050,"S.27.01.04.24,r4410,c1470",S.27.01.04.24,r4410,c1470,int64,"Health Catastrophe risk - Pandemic|Other countries to be considered in the Pandemic|Localization of activity [based on localization of risk] , Medical expense|Unit claim cost medical practitioner"
16051,"S.27.01.04.24,r4410,c1480",S.27.01.04.24,r4410,c1480,int64,"Health Catastrophe risk - Pandemic|Other countries to be considered in the Pandemic|Localization of activity [based on localization of risk] , Medical expense|Ratio of insured persons using medical practitioner"
16052,"S.27.01.04.24,r4410,c1490",S.27.01.04.24,r4410,c1490,int64,"Health Catastrophe risk - Pandemic|Other countries to be considered in the Pandemic|Localization of activity [based on localization of risk] , Medical expense|Unit claim cost no formal medical care"
16053,"S.27.01.04.24,r4410,c1500",S.27.01.04.24,r4410,c1500,int64,"Health Catastrophe risk - Pandemic|Other countries to be considered in the Pandemic|Localization of activity [based on localization of risk] , Medical expense|Ratio of insured persons using no formal medical care"
16054,"S.27.01.04.24,r4410,c1510",S.27.01.04.24,r4410,c1510,float64,"Health Catastrophe risk - Pandemic|Other countries to be considered in the Pandemic|Localization of activity [based on localization of risk] , Catastrophe Risk Charge before risk mitigation"
16055,"S.27.01.04.24,pages2c_lx",S.27.01.04.24,pages,c_lx,object,pages2c_lx
16056,"S.27.01.04.25,r4420,c1420",S.27.01.04.25,r4420,c1420,float64,"Health Catastrophe risk - Pandemic|Total Pandemic all countries , Income protection|Number of insured people"
16057,"S.27.01.04.25,r4420,c1430",S.27.01.04.25,r4420,c1430,float64,"Health Catastrophe risk - Pandemic|Total Pandemic all countries , Income protection|Total pandemic exposure"
16058,"S.27.01.04.25,r4420,c1510",S.27.01.04.25,r4420,c1510,int64,"Health Catastrophe risk - Pandemic|Total Pandemic all countries , Catastrophe Risk Charge before risk mitigation"
16059,"S.27.01.04.25,r4420,c1520",S.27.01.04.25,r4420,c1520,float64,"Health Catastrophe risk - Pandemic|Total Pandemic all countries , Estimated Risk Mitigation"
16060,"S.27.01.04.25,r4420,c1530",S.27.01.04.25,r4420,c1530,float64,"Health Catastrophe risk - Pandemic|Total Pandemic all countries , Estimated Reinstatement Premiums"
16061,"S.27.01.04.25,r4420,c1540",S.27.01.04.25,r4420,c1540,int64,"Health Catastrophe risk - Pandemic|Total Pandemic all countries , Catastrophe Risk Charge after risk mitigation"
16062,"S.27.01.04.26,r4020,c1370",S.27.01.04.26,r4020,c1370,float64,"Health Catastrophe risk - Concentration accident|Total Concentration accident all countries before diversification , Catastrophe Risk Charge before risk mitigation"
16063,"S.27.01.04.26,r4030,c1370",S.27.01.04.26,r4030,c1370,float64,"Health Catastrophe risk - Concentration accident|Diversification effect between countries , Catastrophe Risk Charge before risk mitigation"
16064,"S.27.01.04.26,r4040,c1370",S.27.01.04.26,r4040,c1370,int64,"Health Catastrophe risk - Concentration accident|Total Concentration accident all countries after diversification , Catastrophe Risk Charge before risk mitigation"
16065,"S.27.01.04.26,r4020,c1380",S.27.01.04.26,r4020,c1380,float64,"Health Catastrophe risk - Concentration accident|Total Concentration accident all countries before diversification , Estimated Risk Mitigation"
16066,"S.27.01.04.26,r4020,c1390",S.27.01.04.26,r4020,c1390,float64,"Health Catastrophe risk - Concentration accident|Total Concentration accident all countries before diversification , Estimated Reinstatement Premiums"
16067,"S.27.01.04.26,r4020,c1400",S.27.01.04.26,r4020,c1400,float64,"Health Catastrophe risk - Concentration accident|Total Concentration accident all countries before diversification , Catastrophe Risk Charge after risk mitigation"
16068,"S.27.01.04.26,r4030,c1400",S.27.01.04.26,r4030,c1400,float64,"Health Catastrophe risk - Concentration accident|Diversification effect between countries , Catastrophe Risk Charge after risk mitigation"
16069,"S.27.01.04.26,r4040,c1400",S.27.01.04.26,r4040,c1400,int64,"Health Catastrophe risk - Concentration accident|Total Concentration accident all countries after diversification , Catastrophe Risk Charge after risk mitigation"
16070,"S.27.01.04.27,r0001,c0001",S.27.01.04.27,r0001,c0001,object,r0001c0001
16071,"S.27.01.04.27,r0002,c0001",S.27.01.04.27,r0002,c0001,object,r0002c0001
16072,"S.27.01.04.28,r2421,c0781",S.27.01.04.28,r2421,c0781,object,r2421c0781
16073,"S.31.01.04.01,c0010",S.31.01.04.01,,c0010,object,"Identification code of entity|Code reinsurer , Legal name of reinsured undertaking"
16074,"S.31.01.04.01,c0060",S.31.01.04.01,,c0060,float64,"Identification code of entity|Code reinsurer , Reinsurance recoverables: Premium provision Non-life including Non-SLT Health"
16075,"S.31.01.04.01,c0070",S.31.01.04.01,,c0070,float64,"Identification code of entity|Code reinsurer , Reinsurance recoverables: Claims provisions Non-life including Non-SLT Health"
16076,"S.31.01.04.01,c0080",S.31.01.04.01,,c0080,float64,"Identification code of entity|Code reinsurer , Reinsurance recoverables: Technical provisions Life including SLT Health"
16077,"S.31.01.04.01,c0090",S.31.01.04.01,,c0090,float64,"Identification code of entity|Code reinsurer , Adjustment for expected losses due to counterparty default"
16078,"S.31.01.04.01,c0100",S.31.01.04.01,,c0100,float64,"Identification code of entity|Code reinsurer , Reinsurance recoverables: Total reinsurance recoverables"
16079,"S.31.01.04.01,c0110",S.31.01.04.01,,c0110,float64,"Identification code of entity|Code reinsurer , Net receivables"
16080,"S.31.01.04.01,c0120",S.31.01.04.01,,c0120,float64,"Identification code of entity|Code reinsurer , Assets pledged by reinsurer"
16081,"S.31.01.04.01,c0130",S.31.01.04.01,,c0130,float64,"Identification code of entity|Code reinsurer , Financial guarantees"
16082,"S.31.01.04.01,c0140",S.31.01.04.01,,c0140,float64,"Identification code of entity|Code reinsurer , Cash deposits"
16083,"S.31.01.04.01,c0150",S.31.01.04.01,,c0150,float64,"Identification code of entity|Code reinsurer , Total guarantees received"
16084,"S.31.01.04.01,c0020",S.31.01.04.01,,c0020,object,"Y-axis (CE): Identification code of entity|Code reinsurer , Y-axis (CE): Identification code and type of code of the undertaking"
16085,"S.31.01.04.01,c0040",S.31.01.04.01,,c0040,object,"Y-axis (RF): Identification code of entity|Code reinsurer , Y-axis (RF): Code and type of code of the reinsurer"
16086,"S.31.01.04.02,c0180",S.31.01.04.02,,c0180,object,"Code reinsurer , Legal name reinsurer"
16087,"S.31.01.04.02,c0190",S.31.01.04.02,,c0190,object,"Code reinsurer , Type of reinsurer"
16088,"S.31.01.04.02,c0200",S.31.01.04.02,,c0200,object,"Code reinsurer , Country of residency"
16089,"S.31.01.04.02,c0210",S.31.01.04.02,,c0210,object,"Code reinsurer , External rating assessment by nominated ECAI"
16090,"S.31.01.04.02,c0220",S.31.01.04.02,,c0220,object,"Code reinsurer , Nominated ECAI"
16091,"S.31.01.04.02,c0230",S.31.01.04.02,,c0230,object,"Code reinsurer , Credit quality step"
16092,"S.31.01.04.02,c0240",S.31.01.04.02,,c0240,float64,"Code reinsurer , Internal rating"
16093,"S.31.01.04.02,c0160",S.31.01.04.02,,c0160,object,"Y-axis (RF): Code reinsurer , Y-axis (RF): Code and type of code of the reinsurer"
16094,"S.31.02.04.01,c0010",S.31.02.04.01,,c0010,object,"Line of business [general]|Identification code of entity|Code of SPV|URI|S.31.02.zz.01 line identification , Legal name of reinsured undertaking"
16095,"S.31.02.04.01,c0070",S.31.02.04.01,,c0070,object,"Line of business [general]|Identification code of entity|Code of SPV|URI|S.31.02.zz.01 line identification , Type of Trigger(s) in the SPV"
16096,"S.31.02.04.01,c0080",S.31.02.04.01,,c0080,object,"Line of business [general]|Identification code of entity|Code of SPV|URI|S.31.02.zz.01 line identification , Contractual trigger event"
16097,"S.31.02.04.01,c0090",S.31.02.04.01,,c0090,object,"Line of business [general]|Identification code of entity|Code of SPV|URI|S.31.02.zz.01 line identification , Same trigger as in underlying cedant's portfolio?"
16098,"S.31.02.04.01,c0100",S.31.02.04.01,,c0100,object,"Line of business [general]|Identification code of entity|Code of SPV|URI|S.31.02.zz.01 line identification , Basis risk arising from risk-transfer structure"
16099,"S.31.02.04.01,c0110",S.31.02.04.01,,c0110,object,"Line of business [general]|Identification code of entity|Code of SPV|URI|S.31.02.zz.01 line identification , Basis risk arising from contractual terms"
16100,"S.31.02.04.01,c0120",S.31.02.04.01,,c0120,object,"Line of business [general]|Identification code of entity|Code of SPV|URI|S.31.02.zz.01 line identification , SPV assets ring-fenced to settle cedant-specific obligations"
16101,"S.31.02.04.01,c0130",S.31.02.04.01,,c0130,object,"Line of business [general]|Identification code of entity|Code of SPV|URI|S.31.02.zz.01 line identification , Other non cedant-specific SPV Assets for which recourse may exist"
16102,"S.31.02.04.01,c0140",S.31.02.04.01,,c0140,object,"Line of business [general]|Identification code of entity|Code of SPV|URI|S.31.02.zz.01 line identification , Other recourse arising from securitisation"
16103,"S.31.02.04.01,c0150",S.31.02.04.01,,c0150,object,"Line of business [general]|Identification code of entity|Code of SPV|URI|S.31.02.zz.01 line identification , Total maximum possible obligations from SPV under reinsurance policy"
16104,"S.31.02.04.01,c0160",S.31.02.04.01,,c0160,object,"Line of business [general]|Identification code of entity|Code of SPV|URI|S.31.02.zz.01 line identification , SPV fully funded in relation to cedant obligations throughout the reporting period"
16105,"S.31.02.04.01,c0170",S.31.02.04.01,,c0170,object,"Line of business [general]|Identification code of entity|Code of SPV|URI|S.31.02.zz.01 line identification , Current recoverables from SPV"
16106,"S.31.02.04.01,c0180",S.31.02.04.01,,c0180,object,"Line of business [general]|Identification code of entity|Code of SPV|URI|S.31.02.zz.01 line identification , Identification of material investments held by cedant in SPV"
16107,"S.31.02.04.01,c0190",S.31.02.04.01,,c0190,object,"Line of business [general]|Identification code of entity|Code of SPV|URI|S.31.02.zz.01 line identification , Securitisation assets related to cedant held in trust with other third party than cedant / sponsor?"
16108,"S.31.02.04.01,c0001",S.31.02.04.01,,c0001,object,"Y-axis (XU): Line of business [general]|Identification code of entity|Code of SPV|URI|S.31.02.zz.01 line identification , Y-axis (XU): Line identification"
16109,"S.31.02.04.01,c0020",S.31.02.04.01,,c0020,object,"Y-axis (CE): Line of business [general]|Identification code of entity|Code of SPV|URI|S.31.02.zz.01 line identification , Y-axis (CE): Identification code and type of code of the undertaking"
16110,"S.31.02.04.01,c0030",S.31.02.04.01,,c0030,object,"Y-axis (OV): Line of business [general]|Identification code of entity|Code of SPV|URI|S.31.02.zz.01 line identification , Y-axis (OV): Internal code and type of code of the SPV"
16111,"S.31.02.04.01,c0040",S.31.02.04.01,,c0040,object,"Y-axis (UI): Line of business [general]|Identification code of entity|Code of SPV|URI|S.31.02.zz.01 line identification , Y-axis (UI): ID Code and type of code of SPV notes or other financing mechanism issued"
16112,"S.31.02.04.01,c0060",S.31.02.04.01,,c0060,object,"Y-axis (BL): Line of business [general]|Identification code of entity|Code of SPV|URI|S.31.02.zz.01 line identification , Y-axis (BL): Lines of Business SPV securitisation relates"
16113,"S.31.02.04.02,c0220",S.31.02.04.02,,c0220,object,"Code of SPV , Legal nature of SPV"
16114,"S.31.02.04.02,c0230",S.31.02.04.02,,c0230,object,"Code of SPV , Name of SPV"
16115,"S.31.02.04.02,c0240",S.31.02.04.02,,c0240,object,"Code of SPV , Incorporation no. of SPV"
16116,"S.31.02.04.02,c0250",S.31.02.04.02,,c0250,object,"Code of SPV , SPV country of authorisation"
16117,"S.31.02.04.02,c0260",S.31.02.04.02,,c0260,object,"Code of SPV , SPV authorisation conditions"
16118,"S.31.02.04.02,c0270",S.31.02.04.02,,c0270,object,"Code of SPV , External rating assessment by nominated ECAI"
16119,"S.31.02.04.02,c0280",S.31.02.04.02,,c0280,object,"Code of SPV , Nominated ECAI"
16120,"S.31.02.04.02,c0290",S.31.02.04.02,,c0290,object,"Code of SPV , Credit quality step"
16121,"S.31.02.04.02,c0300",S.31.02.04.02,,c0300,object,"Code of SPV , Internal rating"
16122,"S.31.02.04.02,c0200",S.31.02.04.02,,c0200,object,"Y-axis (OV): Code of SPV , Y-axis (OV): Internal code and type of code of the SPV"
16123,"S.32.01.04.01,c0010",S.32.01.04.01,,c0010,object,"Identification code of entity , Country"
16124,"S.32.01.04.01,c0040",S.32.01.04.01,,c0040,object,"Identification code of entity , Legal Name of the undertaking"
16125,"S.32.01.04.01,c0050",S.32.01.04.01,,c0050,object,"Identification code of entity , Type of undertaking"
16126,"S.32.01.04.01,c0060",S.32.01.04.01,,c0060,object,"Identification code of entity , Legal form"
16127,"S.32.01.04.01,c0070",S.32.01.04.01,,c0070,float64,"Identification code of entity , Category (mutual/non mutual)"
16128,"S.32.01.04.01,c0080",S.32.01.04.01,,c0080,object,"Identification code of entity , Supervisory Authority"
16129,"S.32.01.04.01,c0090",S.32.01.04.01,,c0090,float64,"Identification code of entity , Ranking criteria (in the group currency)|Total Balance Sheet (for (re)insurance undertakings)"
16130,"S.32.01.04.01,c0100",S.32.01.04.01,,c0100,int64,"Identification code of entity , Ranking criteria (in the group currency)|Total Balance Sheet (for other regulated undertakings)"
16131,"S.32.01.04.01,c0110",S.32.01.04.01,,c0110,int64,"Identification code of entity , Ranking criteria (in the group currency)|Total Balance Sheet (non-regulated undertakings)"
16132,"S.32.01.04.01,c0120",S.32.01.04.01,,c0120,float64,"Identification code of entity , Ranking criteria (in the group currency)|Written premiums net of reinsurance ceded under IFRS or local GAAP for (re)insurance undertakings"
16133,"S.32.01.04.01,c0130",S.32.01.04.01,,c0130,float64,"Identification code of entity , Ranking criteria (in the group currency)|Turn over defined as the gross revenue under IFRS or local GAAP for other types of undertakings or insurance holding companies"
16134,"S.32.01.04.01,c0140",S.32.01.04.01,,c0140,float64,"Identification code of entity , Ranking criteria (in the group currency)|Underwriting performance"
16135,"S.32.01.04.01,c0150",S.32.01.04.01,,c0150,float64,"Identification code of entity , Ranking criteria (in the group currency)|Investment performance"
16136,"S.32.01.04.01,c0160",S.32.01.04.01,,c0160,float64,"Identification code of entity , Ranking criteria (in the group currency)|Total performance"
16137,"S.32.01.04.01,c0170",S.32.01.04.01,,c0170,object,"Identification code of entity , Accounting standard"
16138,"S.32.01.04.01,c0180",S.32.01.04.01,,c0180,int64,"Identification code of entity , Criteria of influence|% capital share"
16139,"S.32.01.04.01,c0190",S.32.01.04.01,,c0190,int64,"Identification code of entity , Criteria of influence|% used for the establishment of consolidated accounts"
16140,"S.32.01.04.01,c0200",S.32.01.04.01,,c0200,int64,"Identification code of entity , Criteria of influence|% voting rights"
16141,"S.32.01.04.01,c0210",S.32.01.04.01,,c0210,float64,"Identification code of entity , Criteria of influence|Other criteria"
16142,"S.32.01.04.01,c0220",S.32.01.04.01,,c0220,float64,"Identification code of entity , Criteria of influence|Level of influence"
16143,"S.32.01.04.01,c0230",S.32.01.04.01,,c0230,float64,"Identification code of entity , Criteria of influence|Proportional share used for group solvency calculation"
16144,"S.32.01.04.01,c0240",S.32.01.04.01,,c0240,object,"Identification code of entity , Inclusion in the scope of Group supervision|Yes/No"
16145,"S.32.01.04.01,c0250",S.32.01.04.01,,c0250,float64,"Identification code of entity , Inclusion in the scope of Group supervision|Date of decision if art. 214 is applied"
16146,"S.32.01.04.01,c0260",S.32.01.04.01,,c0260,object,"Identification code of entity , Group solvency calculation|Method used and under method 1, treatment of the undertaking"
16147,"S.32.01.04.01,c0020",S.32.01.04.01,,c0020,object,"Y-axis (CE): Identification code of entity , Y-axis (CE): Identification code and type of code of the undertaking"
16148,"S.33.01.04.01,c0010",S.33.01.04.01,,c0010,object,"Identification code of entity|Fund/Matching portfolio Number|Portfolio , Legal name of the undertaking"
16149,"S.33.01.04.01,c0060",S.33.01.04.01,,c0060,float64,"Identification code of entity|Fund/Matching portfolio Number|Portfolio , EEA and non EEA insurance and reinsurance undertakings (using SII rules) included only via D& A|SCR Market Risk"
16150,"S.33.01.04.01,c0070",S.33.01.04.01,,c0070,float64,"Identification code of entity|Fund/Matching portfolio Number|Portfolio , EEA and non EEA insurance and reinsurance undertakings (using SII rules) included only via D& A|SCR Counterparty Default Risk"
16151,"S.33.01.04.01,c0080",S.33.01.04.01,,c0080,float64,"Identification code of entity|Fund/Matching portfolio Number|Portfolio , EEA and non EEA insurance and reinsurance undertakings (using SII rules) included only via D& A|SCR Life Underwriting Risk"
16152,"S.33.01.04.01,c0090",S.33.01.04.01,,c0090,float64,"Identification code of entity|Fund/Matching portfolio Number|Portfolio , EEA and non EEA insurance and reinsurance undertakings (using SII rules) included only via D& A|SCR Health Underwriting Risk"
16153,"S.33.01.04.01,c0100",S.33.01.04.01,,c0100,float64,"Identification code of entity|Fund/Matching portfolio Number|Portfolio , EEA and non EEA insurance and reinsurance undertakings (using SII rules) included only via D& A|SCR Non-life Underwriting Risk"
16154,"S.33.01.04.01,c0110",S.33.01.04.01,,c0110,float64,"Identification code of entity|Fund/Matching portfolio Number|Portfolio , EEA and non EEA insurance and reinsurance undertakings (using SII rules) included only via D& A|SCR Operational Risk"
16155,"S.33.01.04.01,c0120",S.33.01.04.01,,c0120,float64,"Identification code of entity|Fund/Matching portfolio Number|Portfolio , EEA and non EEA insurance and reinsurance undertakings (using SII rules) included only via D& A|Individual SCR"
16156,"S.33.01.04.01,c0130",S.33.01.04.01,,c0130,float64,"Identification code of entity|Fund/Matching portfolio Number|Portfolio , EEA and non EEA insurance and reinsurance undertakings (using SII rules) included only via D& A|Individual MCR"
16157,"S.33.01.04.01,c0140",S.33.01.04.01,,c0140,float64,"Identification code of entity|Fund/Matching portfolio Number|Portfolio , EEA and non EEA insurance and reinsurance undertakings (using SII rules) included only via D& A|Eligible Individual Own Funds to cover the SCR"
16158,"S.33.01.04.01,c0150",S.33.01.04.01,,c0150,float64,"Identification code of entity|Fund/Matching portfolio Number|Portfolio , EEA and non EEA insurance and reinsurance undertakings (using SII rules) included only via D& A|Standard Formula used|Use of undertaking specific parameters"
16159,"S.33.01.04.01,c0160",S.33.01.04.01,,c0160,float64,"Identification code of entity|Fund/Matching portfolio Number|Portfolio , EEA and non EEA insurance and reinsurance undertakings (using SII rules) included only via D& A|Standard Formula used|Use of simplifications"
16160,"S.33.01.04.01,c0170",S.33.01.04.01,,c0170,float64,"Identification code of entity|Fund/Matching portfolio Number|Portfolio , EEA and non EEA insurance and reinsurance undertakings (using SII rules) included only via D& A|Standard Formula used|Use of Partial Internal Model"
16161,"S.33.01.04.01,c0180",S.33.01.04.01,,c0180,float64,"Identification code of entity|Fund/Matching portfolio Number|Portfolio , EEA and non EEA insurance and reinsurance undertakings (using SII rules) included only via D& A|Group or individual Internal Model Used|Group or individual internal model"
16162,"S.33.01.04.01,c0190",S.33.01.04.01,,c0190,float64,"Identification code of entity|Fund/Matching portfolio Number|Portfolio , EEA and non EEA insurance and reinsurance undertakings (using SII rules) included only via D& A|Group or individual Internal Model Used|Date of initial approval of IM"
16163,"S.33.01.04.01,c0200",S.33.01.04.01,,c0200,float64,"Identification code of entity|Fund/Matching portfolio Number|Portfolio , EEA and non EEA insurance and reinsurance undertakings (using SII rules) included only via D& A|Group or individual Internal Model Used|Date of approval of latest major change of IM"
16164,"S.33.01.04.01,c0210",S.33.01.04.01,,c0210,float64,"Identification code of entity|Fund/Matching portfolio Number|Portfolio , EEA and non EEA insurance and reinsurance undertakings (using SII rules) included only via D& A|Individual Capital Add-On|Date of decision of capital add-on"
16165,"S.33.01.04.01,c0220",S.33.01.04.01,,c0220,float64,"Identification code of entity|Fund/Matching portfolio Number|Portfolio , EEA and non EEA insurance and reinsurance undertakings (using SII rules) included only via D& A|Individual Capital Add-On|Amount of capital add-on"
16166,"S.33.01.04.01,c0230",S.33.01.04.01,,c0230,float64,"Identification code of entity|Fund/Matching portfolio Number|Portfolio , EEA and non EEA insurance and reinsurance undertakings (using SII rules) included only via D& A|Individual Capital Add-On|Reason of capital add-on"
16167,"S.33.01.04.01,c0240",S.33.01.04.01,,c0240,float64,"Identification code of entity|Fund/Matching portfolio Number|Portfolio , Non EEA insurance and reinsurance undertakings (both using SII rules and not using SII rules) regardless of the method used|Local capital requirement"
16168,"S.33.01.04.01,c0250",S.33.01.04.01,,c0250,float64,"Identification code of entity|Fund/Matching portfolio Number|Portfolio , Non EEA insurance and reinsurance undertakings (both using SII rules and not using SII rules) regardless of the method used|Local minimum capital requirement"
16169,"S.33.01.04.01,c0260",S.33.01.04.01,,c0260,float64,"Identification code of entity|Fund/Matching portfolio Number|Portfolio , Non EEA insurance and reinsurance undertakings (both using SII rules and not using SII rules) regardless of the method used|Eligible own funds in accordance with local rules"
16170,"S.33.01.04.01,c0020",S.33.01.04.01,,c0020,object,"Y-axis (CE): Identification code of entity|Fund/Matching portfolio Number|Portfolio , Y-axis (CE): Identification code and type of code of the undertaking"
16171,"S.33.01.04.01,c0040",S.33.01.04.01,,c0040,object,"Y-axis (PO): Identification code of entity|Fund/Matching portfolio Number|Portfolio , Y-axis (PO): Entity Level/RFF or MAP/ Remaining Part"
16172,"S.33.01.04.01,c0050",S.33.01.04.01,,c0050,float64,"Y-axis (FN): Identification code of entity|Fund/Matching portfolio Number|Portfolio , Y-axis (FN): Fund Number"
16173,"S.34.01.04.01,c0010",S.34.01.04.01,,c0010,object,"Identification code of entity , Legal name of the undertaking"
16174,"S.34.01.04.01,c0040",S.34.01.04.01,,c0040,object,"Identification code of entity , Aggregated or not"
